CustomerID,Recency,Frequency,Monetary
12346.0,0.871313672922252,0.0,0.2754433431249504
12347.0,0.002680965147453083,0.023069079785878157,0.015368362290569594
12348.0,0.19839142091152814,0.003823604384399694,0.006400697610336989
12349.0,0.04825737265415549,0.009176650522559266,0.006259049935605446
12350.0,0.8284182305630027,0.002039255671679837,0.0011800404043835905
12352.0,0.09383378016085792,0.010706092276319143,0.008930298815923225
12353.0,0.5442359249329759,0.00038236043843996943,0.0003042445016594619
12354.0,0.6193029490616622,0.0072648483303594195,0.003838833996598243
12355.0,0.5710455764075067,0.0015294417537598777,0.0016261467118021563
12356.0,0.058981233243967826,0.007392301809839409,0.010020190057703672
12357.0,0.08579088471849866,0.016568952332398676,0.022140862741761514
12358.0,0.002680965147453083,0.002294162630639816,0.004155248278324083
12359.0,0.15281501340482573,0.03148100943155748,0.02272940187101268
12360.0,0.13672922252010725,0.016314045373438696,0.009487110864590783
12361.0,0.7667560321715818,0.0011470813153199083,0.0006643415130077282
12362.0,0.005361930294906166,0.0337751720621973,0.018638250146938495
12363.0,0.2922252010723861,0.0028039765485597754,0.0019566222643378297
12364.0,0.01876675603217158,0.010706092276319143,0.0046728743489479925
12365.0,0.7774798927613941,0.0026765230690797863,0.002275606118394401
12367.0,0.00804289544235925,0.0012745347947998981,0.0005893956533614092
12370.0,0.13404825737265416,0.02115727759367831,0.012640654195984922
12371.0,0.11796246648793565,0.007902115727759368,0.006724463724009087
12372.0,0.19034852546916892,0.00650012745347948,0.004619127461030204
12373.0,0.8310991957104558,0.0016568952332398675,0.001287819688255916
12374.0,0.064343163538874,0.004078511343359674,0.0026380228825412444
12375.0,0.026809651474530828,0.002039255671679837,0.001619365895929394
12377.0,0.8418230563002681,0.009686464440479225,0.005797133620651967
12378.0,0.34584450402144773,0.027784858526637778,0.014292782139131134
12379.0,0.21715817694369974,0.004970685699719602,0.0030281339262526316
12380.0,0.05630026809651474,0.01312770838643895,0.009711056230914903
12381.0,0.010723860589812333,0.010960999235279123,0.006572252251917873
12383.0,0.4932975871313673,0.012490440989039002,0.0065909887168294524
12384.0,0.07506702412868632,0.0033137904664797347,0.0020753579191203552
12386.0,0.903485254691689,0.0011470813153199083,0.0014209378103896158
12388.0,0.040214477211796246,0.012617894468518992,0.00991037652906952
12390.0,0.21179624664879357,0.003951057863879684,0.0019489135473456372
12391.0,0.05630026809651474,0.012617894468518992,0.0016314642989865855
12393.0,0.19034852546916892,0.008029569207239358,0.005634679547742422
12394.0,0.16890080428954424,0.0033137904664797347,0.004527907643289256
12395.0,0.04825737265415549,0.01975528931939842,0.010759655872880688
12397.0,0.09383378016085792,0.015931684934998726,0.008587189532761458
12398.0,0.12064343163538874,0.010706092276319143,0.0058240427531154534
12399.0,0.3163538873994638,0.007392301809839409,0.003943222872534187
12401.0,0.8096514745308311,0.0005098139179199592,0.00028747090450052386
12402.0,0.8632707774798928,0.0012745347947998981,0.0007917494744064707
12403.0,0.13136729222520108,0.0005098139179199592,0.0015130141522408079
12405.0,0.3967828418230563,0.006755034412439459,0.00609074294794257
12406.0,0.05630026809651474,0.01325516186591894,0.012175311784590467
12407.0,0.13136729222520108,0.009686464440479225,0.006082641657399848
12408.0,0.08579088471849866,0.01325516186591894,0.01029541980512863
12409.0,0.20911528150134048,0.013764975783838899,0.03950332022649209
12410.0,0.8257372654155496,0.0031863369869997455,0.0024610078997575574
12412.0,0.19839142091152814,0.007647208768799389,0.004365168062342963
12413.0,0.1769436997319035,0.004715778740759622,0.0026921623440095614
12414.0,0.579088471849866,0.002166709151159827,0.0019937739976196482
12415.0,0.06166219839142091,0.09087433086923274,0.44578789458058277
12417.0,0.005361930294906166,0.024343614580678054,0.013009709021986152
12418.0,0.3002680965147453,0.004205964822839664,0.002372678850888681
12420.0,0.16890080428954424,0.0035686974254397147,0.002129318938065705
12421.0,0.040214477211796246,0.005607953097119552,0.002866821885490078
12422.0,0.2546916890080429,0.004843232220239612,0.0028544022858915455
12423.0,0.0,0.015804231455518736,0.006622216158348752
12424.0,0.4343163538873995,0.0036961509049197048,0.0062712197156718245
12425.0,0.2064343163538874,0.004460871781799643,0.002760327387783118
12426.0,0.5201072386058981,0.0036961509049197048,0.00206629303895361
12427.0,0.05630026809651474,0.003823604384399694,0.002933773520107457
12428.0,0.06702412868632708,0.037343869487637016,0.028382032736565622
12429.0,0.021447721179624665,0.012235534030079022,0.013371233573518158
12430.0,0.1126005361930295,0.0012745347947998981,0.0009016700685544052
12431.0,0.09383378016085792,0.029824114198317615,0.023139355723278042
12432.0,0.1126005361930295,0.013637522304358909,0.01804257331676863
12433.0,0.0,0.05340300790211573,0.047723096604463625
12434.0,0.225201072386059,0.006245220494519501,0.002863609920076664
12435.0,0.21179624664879357,0.004460871781799643,0.02793032333392588
12436.0,0.26541554959785524,0.0019118021921998472,0.0018031973830904366
12437.0,0.002680965147453083,0.025235788937037984,0.01765745866370033
12438.0,0.034852546916890076,0.012362987509559012,0.010360729768534709
12441.0,0.9812332439678284,0.0012745347947998981,0.0006059908079973799
12442.0,0.005361930294906166,0.001401988274279888,0.0006006732208129505
12444.0,0.05361930294906166,0.022304358908998217,0.01785035503102812
12445.0,0.05630026809651474,0.00038236043843996943,0.00046270146205453655
12446.0,0.15281501340482573,0.0071373948508794294,0.0035637113146870653
12447.0,0.6487935656836461,0.0031863369869997455,0.0016871383661524225
12448.0,0.11528150134048257,0.0026765230690797863,0.0015906366497316384
12449.0,0.05630026809651474,0.024216161101198064,0.014502166595581113
12450.0,0.4155495978552279,0.0008921743563599287,0.0006928209396733295
12451.0,0.026809651474530828,0.044991078256436404,0.03223303651323024
12452.0,0.04289544235924933,0.0026765230690797863,0.0015232567530591384
12453.0,0.35656836461126007,0.005353046138159572,0.002510115282078193
12454.0,0.14745308310991956,0.0017843487127198574,0.012578734640515225
12455.0,0.19302949061662197,0.011343359673719093,0.008790471254925951
12456.0,0.11528150134048257,0.015804231455518736,0.011339272875983481
12457.0,0.1742627345844504,0.007774662248279378,0.008420631281823663
12458.0,0.18766756032171583,0.004715778740759622,0.003367745735964237
12461.0,0.24932975871313673,0.004333418302319653,0.0029376278786035527
12462.0,0.04825737265415549,0.007774662248279378,0.004232085628713856
12463.0,0.13941018766756033,0.010451185317359165,0.0047859355315001545
12464.0,0.02412868632707775,0.0035686974254397147,0.004312242010030824
12465.0,0.04289544235924933,0.005862860056079531,0.002635381933201326
12468.0,0.5013404825737265,0.004715778740759622,0.0025902359748905673
12471.0,0.002680965147453083,0.058501147081315326,0.0707356867594256
12472.0,0.08310991957104558,0.04307927606423655,0.02344149460316649
12473.0,0.07506702412868632,0.0212847310731583,0.014042712787444584
12474.0,0.04289544235924933,0.05391282182003569,0.026309708340335712
12475.0,0.14209115281501342,0.004460871781799643,0.0025682518560609805
12476.0,0.040214477211796246,0.029569207239357635,0.02431340045888993
12477.0,0.058981233243967826,0.038108590364516956,0.04716589198224553
12478.0,0.00804289544235925,0.004460871781799643,0.0024169682850891964
12479.0,0.026809651474530828,0.003823604384399694,0.0018681147729459864
12480.0,0.07238605898123324,0.01950038236043844,0.01169826354368935
12481.0,0.058981233243967826,0.027529951567677798,0.01995904601343879
12483.0,0.04289544235924933,0.009431557481519246,0.008855138825249345
12484.0,0.08579088471849866,0.04397145042059648,0.016195336319009834
12488.0,0.02412868632707775,0.006882487891919449,0.004621340148315001
12489.0,0.8981233243967829,0.0017843487127198574,0.0011819318951270452
12490.0,0.010723860589812333,0.031098648993117515,0.019322398779995607
